stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\fish0\Documents\大學程式\ANT_GAME_ORG\SourceCode\allegro5.cfg r
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.70252] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.70617] removed dtor for bitmap 000000000290aab0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70688] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70696] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70700] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70704] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70710] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70714] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70717] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.70720] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.70722] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.70725] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.70727] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.70729] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.70782] added dtor for bitmap 000000000290aab0, func 00007ffe9ba61bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71081] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71087] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71089] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71092] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71094] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71096] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71098] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71100] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.71102] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.71105] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.71107] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.71109] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.71111] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   1.71148] Glyph 50: 9x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71152] Locking glyph region: 000000000290dcf0 0 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71228] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71255] Glyph 84: 10x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71259] Locking glyph region: 000000000290dcf0 12 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71273] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71295] Glyph 71: 9x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71298] Locking glyph region: 000000000290dcf0 24 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71310] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71334] Glyph 85: 10x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71337] Locking glyph region: 000000000290dcf0 36 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71349] Unlocking page: 000000000290dcf0
font     D                ttf.c:446  cache_glyph                      [   1.71356] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   1.71366] Glyph 9: 4x4 (4x4)
font     D                ttf.c:287  alloc_glyph_region               [   1.71370] Locking glyph region: 000000000290dcf0 48 0 4 4
font     D                ttf.c:167  unlock_current_page              [   1.71380] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71394] Glyph 39: 9x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71397] Locking glyph region: 000000000290dcf0 52 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71409] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71427] Glyph 80: 10x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71430] Locking glyph region: 000000000290dcf0 64 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71442] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71460] Glyph 86: 10x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71463] Locking glyph region: 000000000290dcf0 76 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71475] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71496] Glyph 81: 10x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71499] Locking glyph region: 000000000290dcf0 88 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71511] Unlocking page: 000000000290dcf0
font     D                ttf.c:243  alloc_glyph_region               [   1.71528] Glyph 67: 11x8 (12x8)
font     D                ttf.c:287  alloc_glyph_region               [   1.71531] Locking glyph region: 000000000290dcf0 100 0 12 8
font     D                ttf.c:167  unlock_current_page              [   1.71543] Unlocking page: 000000000290dcf0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.72369] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.72385] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.72490] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.72499] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.97489] removed dtor for ttf_font 00000000028da590
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.97585] removed dtor for sample 00000000028da050
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.97966] removed dtor for sample_instance 00000000028fcb20
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.97977] opening assets/image/background_layer_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.98008] opening assets/image/background_layer_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98380] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98389] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98392] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98394] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98396] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98398] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98400] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98402] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.98404] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.98407] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.98409] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.98411] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.98414] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.98478] added dtor for bitmap 000000000290cd60, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.00265] opening assets/image/tileset.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.00295] opening assets/image/tileset.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00307] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00311] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00313] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00315] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00317] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00319] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00321] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00323] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.00325] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.00327] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.00330] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.00332] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.00334] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.00366] added dtor for bitmap 000000000290ea60, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.01026] opening assets/image/ant_stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02313] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02323] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02326] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02330] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02334] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02337] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02341] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02344] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02347] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.02350] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.02354] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.02358] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.02361] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.02391] added dtor for bitmap 000000000290d570, func 00007ffe9ba61bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02401] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02404] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02406] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02408] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02410] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02412] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02414] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02416] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02418] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.02421] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.02423] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.02425] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.02427] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.02442] added dtor for bitmap 000000000290d720, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.02449] opening assets/image/ant_move.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02615] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02621] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02623] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02625] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02627] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02629] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02632] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02634] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02636] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.02638] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.02640] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.02643] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.02645] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.02668] added dtor for bitmap 000000000290d8d0, func 00007ffe9ba61bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02677] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02681] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02683] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02685] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02687] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02689] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02692] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02694] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.02696] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.02698] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.02700] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.02702] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.02705] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.02720] added dtor for bitmap 000000000290c0e0, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.02768] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   2.04062] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   2.04073] added dtor for sample 0000000002902d70, func 00007ffe9bb91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.04085] added dtor for sample_instance 00000000028fcb20, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.04089] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04093]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.04096]  0.500000
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.12468] removed dtor for bitmap 000000000290cd60
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.12510] removed dtor for bitmap 000000000290ea60
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.12521] removed dtor for bitmap 000000000290d570
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.12526] removed dtor for bitmap 000000000290d720
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.12531] removed dtor for bitmap 000000000290d8d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   5.12536] removed dtor for bitmap 000000000290c0e0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.12541] opening assets/image/ant_stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12587] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12590] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12593] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12595] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12597] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12599] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12601] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12603] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12606] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.12608] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.12610] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.12614] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.12617] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.12643] added dtor for bitmap 000000000290e720, func 00007ffe9ba61bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12652] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12655] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12657] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12659] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12661] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12663] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12666] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12668] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12670] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.12672] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.12674] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.12676] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.12678] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.12691] added dtor for bitmap 000000000290ea30, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.12698] opening assets/image/ant_move.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12727] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12730] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12732] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12737] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12739] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12741] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12743] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12745] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.12747] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.12750] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.12752] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.12754] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.12769] added dtor for bitmap 000000000290d2a0, func 00007ffe9ba61bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12776] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12779] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12781] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12783] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12785] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12788] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12790] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12792] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12795] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.12797] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.12800] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.12802] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.12804] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.12819] added dtor for bitmap 000000000290d860, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.12827] opening assets/sound/atk_sound.wav rb
wav      E                wav.c:121  wav_open                         [   5.12845] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   5.12850] added dtor for sample 0000000002902980, func 00007ffe9bb91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   5.12859] added dtor for sample_instance 00000000028fca00, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.12862] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.12865]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.12867]  0.500000
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.12870] opening assets/image/background_layer_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.12886] opening assets/image/background_layer_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12914] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12917] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12920] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12922] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12924] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12926] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12928] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12930] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.12932] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.12934] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.12937] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.12939] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.12941] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.12985] added dtor for bitmap 000000000c21fc70, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.14798] opening assets/image/tileset.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.14826] opening assets/image/tileset.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14838] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14841] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14843] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14845] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14847] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14849] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14851] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14854] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   5.14857] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   5.14859] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   5.14861] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   5.14863] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   5.14866] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.14898] added dtor for bitmap 0000000002909a30, func 00007ffe9ba61bea
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.74134] removed dtor for bitmap 000000000c21fc70
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.74183] removed dtor for bitmap 0000000002909a30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.74190] removed dtor for bitmap 000000000290e720
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.74193] removed dtor for bitmap 000000000290ea30
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.74197] removed dtor for bitmap 000000000290d2a0
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.74200] removed dtor for bitmap 000000000290d860
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   7.74208] opening assets/image/background_layer_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   7.74233] opening assets/image/background_layer_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74261] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74264] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74266] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74269] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74271] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74273] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74275] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74277] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.74279] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   7.74281] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   7.74283] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   7.74286] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   7.74288] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   7.74339] added dtor for bitmap 000000000290c4f0, func 00007ffe9ba61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   7.76143] opening assets/image/tileset.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   7.76170] opening assets/image/tileset.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.76182] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   7.76185] Fake format
